3,2,26,85
1,1,26,85
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,34
1,1,26,88
1,1,26,91
1,1,26,85
1,1,26,80
1,1,26,76
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,48
1,1,26,74
1,1,26,87
1,1,26,87
1,1,26,87
1,1,26,86
1,1,26,86
1,1,26,85
1,1,26,85
1,1,26,85
1,1,26,90
1,1,26,91
1,1,26,90
1,1,26,92
1,1,26,95
1,1,26,95
1,1,26,97
1,1,26,97
1,1,26,97
1,1,26,97
1,1,26,97
1,1,26,96
1,1,26,96
1,1,26,95
1,1,26,95
1,1,26,94
1,1,26,94
1,1,26,94
1,1,26,94
1,1,26,92
1,1,26,16
1,1,26,13
1,1,26,15
1,1,26,14
1,1,26,16
1,1,26,16
1,1,26,17
1,1,26,16
1,1,26,17
1,1,26,18
1,1,26,22
1,1,26,20
1,1,26,21
1,1,26,17
1,1,26,17
1,1,26,17
1,1,26,19
1,1,26,19
1,1,26,19
1,1,26,19
1,1,26,21
1,1,26,21
1,1,26,20
1,1,26,20
1,1,26,20
1,1,26,21
1,1,26,21
1,1,26,21
1,1,26,22
1,1,26,21
1,1,26,21
1,1,26,22
1,1,26,21
1,1,26,25
1,1,26,11
1,1,26,10
1,1,26,11
1,1,26,13
1,1,26,12
1,1,26,9
1,1,26,13
1,1,26,13
1,1,26,9
1,1,26,11
1,1,26,8
2,1,26,11
2,1,26,6
2,1,26,11
3,1,26,6
3,1,26,11
3,1,26,7
3,2,26,12
3,2,26,9
3,2,26,12
3,2,26,14
3,3,26,14
3,3,26,15
3,3,26,15
3,3,26,16
3,3,26,16
3,3,26,16
3,3,26,15
3,3,26,15
3,3,26,17
3,3,26,17
3,3,26,17
3,3,26,17
3,3,26,19
3,3,26,11
3,3,26,11
3,3,26,10
3,3,26,11
3,3,26,11
3,3,26,11
3,3,26,11
3,3,26,11
3,3,26,12
3,3,26,10
3,1,26,10
3,1,26,11
3,1,26,11
3,1,26,12
3,1,26,11
3,1,26,11
3,1,26,13
3,1,26,11
3,1,26,11
3,1,26,12
3,1,26,11
3,1,26,11
3,1,26,11
3,1,26,11
3,1,26,12
3,1,26,13
3,1,26,12
3,1,26,12
3,1,26,11
3,1,26,12
3,1,26,12
3,1,26,12
3,1,26,13
3,1,26,12
3,1,26,12
3,1,26,12
3,1,26,12
3,1,26,12
3,1,26,12
3,1,26,12
3,1,26,13
3,1,26,12
3,1,26,12
3,1,26,11
1,1,26,0
1,1,26,11
1,1,26,12
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,13
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,11
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,11
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,11
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,10
1,1,26,11
1,1,26,12
1,1,26,11
1,1,26,10
1,1,26,7
1,1,26,11
1,1,26,5
1,1,26,7
1,1,26,6
1,1,26,7
1,1,26,10
1,1,26,8
1,1,26,10
1,1,26,8
1,1,26,9
1,1,26,7
1,1,26,7
1,1,26,8
1,1,26,7
1,1,26,8
1,1,26,9
1,1,26,9
1,1,26,13
1,1,26,30
1,1,26,34
1,1,26,36
1,1,26,36
1,1,26,35
1,1,26,39
1,1,26,40
1,1,26,41
1,1,26,43
1,1,26,42
1,1,26,41
1,1,26,42
1,1,26,42
1,1,26,41
1,1,26,46
1,1,26,41
1,1,26,45
1,1,26,41
1,1,26,40
1,1,26,38
1,1,26,38
1,1,26,43
1,1,26,46
1,1,26,45
1,1,26,42
1,1,26,43
1,1,26,42
1,1,26,42
1,1,26,40
1,1,26,40
1,1,26,35
1,1,26,31
1,1,26,37
1,1,26,32
1,1,26,36
1,1,26,27
1,1,26,32
1,1,26,23
1,1,26,29
1,1,26,33
1,1,26,10
1,1,26,26
1,1,26,7
1,1,26,7
1,1,26,26
1,1,26,27
1,1,26,27
1,1,26,27
1,1,26,27
1,1,26,27
1,1,26,29
1,1,26,28
1,1,26,27
1,1,26,20
1,1,26,42
1,1,26,44
1,1,26,45
1,1,26,45
1,1,26,44
1,1,26,43
1,1,26,42
1,1,26,42
1,1,26,42
1,1,26,42
1,1,26,41
1,1,26,40
1,1,26,37
1,1,26,35
1,1,26,35
1,1,26,34
1,1,26,34
1,1,26,33
1,1,26,31
1,1,26,31
1,1,26,31
1,1,26,34
1,1,26,33
1,1,26,33
1,1,26,33
1,1,26,36
1,1,26,36
1,1,26,35
1,1,26,34
1,1,26,33
1,1,26,33
1,1,26,33
1,1,26,37
1,1,26,37
1,1,26,39
1,1,26,38
1,1,26,38
1,1,26,39
1,1,26,39
1,1,26,39
1,1,26,39
1,1,26,41
1,1,26,41
1,1,26,43
1,1,26,41
1,1,26,42
1,1,26,42
1,1,26,41
1,1,26,41
1,1,26,41
1,1,26,41
1,1,26,41
1,1,26,38
1,1,26,38
1,1,26,38
1,1,26,38
1,1,26,37
1,1,26,37
1,1,26,36
1,1,26,33
1,1,26,32
1,1,26,33
1,1,26,26
1,1,26,33
1,1,26,32
1,1,26,36
1,1,26,37
1,1,26,38
1,1,26,37
1,1,26,38
1,1,26,38
1,1,26,34
1,1,26,37
1,1,26,35
1,1,26,36
1,1,26,36
1,1,26,1
1,1,26,2
1,1,26,5
1,1,26,7
1,1,26,7
1,1,26,2
1,1,26,3
1,1,26,7
1,1,26,8
1,1,26,8
1,1,26,1
1,1,26,2
1,1,26,4
1,1,26,5
1,1,26,6
1,1,26,6
1,1,26,7
1,1,26,7
1,1,26,7
1,1,26,7
1,1,26,7
1,1,26,1
1,1,26,2
1,1,26,1
1,1,26,3
1,1,26,3
1,1,26,3
1,1,26,3
1,1,26,4
1,1,26,2
1,1,26,1
1,1,26,1
1,1,26,2
1,1,26,1
1,1,26,1
1,1,26,1
1,1,26,1
1,1,26,1
1,1,26,1
1,1,26,4
1,1,26,2
1,1,26,1
1,1,26,1
1,1,26,2
1,1,26,0
1,1,26,2
1,1,26,0
1,1,26,2
1,1,26,2
1,1,26,1
1,1,26,1
1,1,26,1
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,2
1,1,26,0
1,1,26,4
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,4
1,1,26,0
1,1,26,2
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,50
1,1,26,84
1,1,26,85
1,1,26,91
1,1,26,93
1,1,26,93
1,1,26,93
1,1,26,86
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,1
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,3
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,1
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,0,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
1,1,26,0
